DATASET_HEATMAP
SEPARATOR TAB
COLOR	#000000
DATASET_LABEL	BGC Key OGs
FIELD_LABELS	OG0000013	OG0000017	OG0000019	OG0000065	OG0000071	OG0000262	OG0000276	OG0000742	OG0000770	OG0000000	OG0000061	OG0000105	OG0000808	OG0000947	OG0000187	OG0000191	OG0000259	OG0000335	OG0000866	OG0000004	OG0000698	OG0000943	OG0000072	OG0000106	OG0000111	OG0000280	OG0000284	OG0000023	OG0000216	OG0000012	OG0000040	OG0000320	OG0000399	OG0000093	OG0000346	OG0000085	OG0000194	OG0000981	OG0000090	OG0000664	OG0000020	OG0000083	OG0000476	OG0000680	OG0000249	OG0001072	OG0000063	OG0000267	OG0000316	OG0000872	OG0000366	OG0000385	OG0000949	OG0000964	OG0001177	OG0000025	OG0000154	OG0000720	OG0000340	OG0000159	OG0000388	OG0000077	OG0000705	OG0000927	OG0001269	OG0000032	OG0000196	OG0000273	OG0000324	OG0000238	OG0000336	OG0000474	OG0000755	OG0000465	OG0001033	OG0000260	OG0000429	OG0000207	OG0000286	OG0000327	OG0000358	OG0000098	OG0000289	OG0000272	OG0001544	OG0001183	OG0000055	OG0000349	OG0000437	OG0000269	OG0000264	OG0000031	OG0001449	OG0001501	OG0001543	OG0000570	OG0001277	OG0000244	OG0001596	OG0000356	OG0001287	OG0001081	OG0001573	OG0001731	OG0001789	OG0001011	OG0001698	OG0001085	OG0001849	OG0001481	OG0001488	OG0001516	OG0001965	OG0000401	OG0000926	OG0001486	OG0000255	OG0000389	OG0000696	OG0001067	OG0001457	OG0001290	OG0001684	OG0002097	OG0000986	OG0002110	OG0001579	OG0001732	OG0001995	OG0000923	OG0000609	OG0001313	OG0001526	OG0001655	OG0001712	OG0001724	OG0001937	OG0001723	OG0000368	OG0001628	OG0001802	OG0002132	OG0002225	OG0001777	OG0001840	OG0002028	OG0002184	OG0002060	OG0001879	OG0001343	OG0001406	OG0001829	OG0002122	OG0002224	OG0002341	OG0000601	OG0000205	OG0000461	OG0002670	OG0001096	OG0002610	OG0000352	OG0001137	OG0002109	OG0002320	OG0001890	OG0002031	OG0002268	OG0002589	OG0001394	OG0002644	OG0002645	OG0002701	OG0002863	OG0001835	OG0001021	OG0001952	OG0002167	OG0002211	OG0002365	OG0002495	OG0001866	OG0002107	OG0002185	OG0002324	OG0003012	OG0000757	OG0002890	OG0002403	OG0002884	OG0001450	OG0001955	OG0002869	OG0003080	OG0000133	OG0002729	OG0003035	OG0003189	OG0003073	OG0003267	OG0001806	OG0002001	OG0001587	OG0002519	OG0002956	OG0003387	OG0003407	OG0002641	OG0002523	OG0002685	OG0003145	OG0003370	OG0003581	OG0003302	OG0003533	OG0003556	OG0003597	OG0002540	OG0002629	OG0003296	OG0003665	OG0003813	OG0002899	OG0003222	OG0003708	OG0002819	OG0003045	OG0003363	OG0003395	OG0003530	OG0003561	OG0003733	OG0003810	OG0003901	OG0004193	OG0002133	OG0003166	OG0003608	OG0001873	OG0003157	OG0003505	OG0003636	OG0004088	OG0004112	OG0004357	OG0003036	OG0003108	OG0003353	OG0004192	OG0004523	OG0004524	OG0003868	OG0004572	OG0004639	OG0003464	OG0003558	OG0003801	OG0002972	OG0003995	OG0004652	OG0004845	OG0004344	OG0004689	OG0004799	OG0004332	OG0004343	OG0005415	OG0003804	OG0004582	OG0005069	OG0005128	OG0005669	OG0005750	OG0004650	OG0005423	OG0005101	OG0005156	OG0005244	OG0005409	OG0005424	OG0005621	OG0005700	OG0005885	OG0006049	OG0006084	OG0006428	OG0003699	OG0005111	OG0005289	OG0005293	OG0005744	OG0006177	OG0006459	OG0004914	OG0005022	OG0005491	OG0005743	OG0005957	OG0005959	OG0006100	OG0006801	OG0006808	OG0006882	OG0007248	OG0005294	OG0006199	OG0006574	OG0006822	OG0007021	OG0007143	OG0007277	OG0007414	OG0007482	OG0005636	OG0006269	OG0006612	OG0007318	OG0007897	OG0008061	OG0008156	OG0008466	OG0006888	OG0006960	OG0007002	OG0007058	OG0007472	OG0008386	OG0008495	OG0008658	OG0008711	OG0008848	OG0009212	OG0007536	OG0008017	OG0008385	OG0009450	OG0009766	OG0009830	OG0009844	OG0010280	OG0010400	OG0010488	OG0008029	OG0010362	OG0010380	OG0010813	OG0011089	OG0011283	OG0011374	OG0011617	OG0011840	OG0008767	OG0010195	OG0011282	OG0012169	OG0012254	OG0012897	OG0013562	OG0013563	OG0013981	OG0014334	OG0014881	OG0009198	OG0016311	OG0016312	OG0017446
Arthrobacter	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	0	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	1	1	1	2	1	0	1	1	1	0	1	0	1	1	1	0	1	1	1	2	1	0	0	1	1	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	1	0	0	1	0	1	1	1	1	0	0	0	1	0	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	1	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micrococcus	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	0	2	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	2	2	0	1	1	1	0	0	1	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agrococcus	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	0	2	2	0	1	2	1	0	1	1	1	1	1	1	1	1	1	0	0	1	0	1	2	1	0	1	0	1	1	0	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	2	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oerskovia	1	1	2	2	1	1	1	1	1	2	2	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	2	2	1	1	1	1	0	2	1	1	0	1	1	0	1	0	2	1	1	0	0	2	0	1	1	1	1	0	0	0	0	0	1	1	1	0	1	1	2	0	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	1	2	1	0	0	0	0	0	1	0	0	1	1	0	0	2	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Plantibacter	1	2	2	2	2	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	2	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	0	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	1	1	1	1	1	2	2	0	1	1	0	0	1	1	0	0	2	1	0	1	2	1	0	1	0	1	2	2	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	0	1	1	1	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	2	0	0	0	2	0	1	0	0	1	1	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kocuria	1	1	2	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	2	1	1	1	2	2	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	2	1	0	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	2	1	2	1	0	1	0	1	1	1	0	0	1	1	0	1	0	0	0	1	2	0	0	0	1	1	1	0	0	1	1	1	0	1	0	0	1	1	0	0	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	1	1	1	1	0	1	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	1	1	0	1	0	2	0	1	0	0	0	0	0	2	2	0	1	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Georgenia	1	2	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0	1	1	1	1	2	2	1	0	1	1	1	1	2	1	1	1	1	1	0	1	0	1	0	1	0	2	0	1	1	1	1	1	0	0	0	1	1	1	1	0	0	1	1	0	0	0	0	1	0	1	1	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	0	2	1	0	0	2	0	0	0	0	2	1	0	1	0	1	0	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	2	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nocardioides	1	1	2	1	1	1	1	1	1	2	1	1	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	2	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	2	1	1	1	2	1	1	2	2	1	1	0	1	1	1	1	2	1	1	2	1	1	1	1	0	2	1	1	1	1	2	0	1	1	0	0	1	2	0	1	0	1	1	1	0	0	1	1	0	1	1	0	2	2	0	1	1	1	0	2	0	1	0	2	1	1	1	1	0	0	1	1	0	0	0	1	1	2	2	1	1	1	0	2	0	1	1	1	0	0	0	1	1	0	1	2	1	1	1	0	2	1	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	2	1	0	1	0	0	2	1	0	1	0	2	0	1	1	0	0	0	0	1	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micromonospora	2	2	2	2	1	1	1	1	1	2	1	2	1	2	2	1	2	1	1	2	1	1	1	2	1	2	1	2	2	2	1	1	2	2	1	1	1	1	2	1	2	1	2	1	2	0	2	1	1	1	1	2	1	1	1	2	2	2	1	1	1	1	1	2	1	2	2	1	1	2	1	1	1	1	0	1	1	1	1	2	1	1	2	1	1	2	2	1	1	1	2	2	0	0	1	2	1	1	2	1	0	2	1	1	1	0	2	2	1	1	1	1	1	1	1	1	2	1	1	2	2	1	2	2	1	1	2	1	1	2	1	1	1	1	0	0	1	1	0	1	2	2	0	0	1	0	1	0	2	0	1	2	1	1	0	2	2	2	2	0	0	2	2	1	0	2	0	0	1	1	0	1	1	0	1	1	2	2	0	1	0	1	0	0	0	1	2	1	0	0	1	2	0	0	2	0	0	0	0	1	2	1	2	2	0	0	0	0	2	2	1	0	0	1	0	0	2	2	2	0	0	0	2	2	0	1	0	2	0	1	0	0	0	1	0	2	2	1	0	0	2	0	2	0	0	0	0	2	2	0	0	0	0	2	2	1	0	2	2	0	2	2	1	0	0	1	2	2	0	0	0	0	1	0	0	2	2	0	2	0	0	0	0	2	0	2	2	0	1	0	0	0	0	2	2	2	2	1	0	0	0	0	0	0	2	2	2	0	0	0	0	2	0	0	0	2	0	0	0	0	2	2	2	0	1	0	0	0	0	2	0	0	0	2	0	2	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruania	1	2	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	2	1	1	1	2	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	0	0	1	1	1	0	1	1	0	1	1	2	2	1	1	1	1	0	1	0	0	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	0	0	0	2	0	1	2	0	0	0	0	0	0	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Actinosynnema	1	2	2	1	2	2	1	1	1	2	2	2	1	1	1	1	1	1	1	2	1	1	2	2	1	2	2	2	2	2	2	2	1	2	1	2	2	1	2	1	2	2	2	2	1	1	2	1	1	1	1	2	1	1	1	2	2	2	2	2	1	2	1	1	1	2	1	1	1	2	2	1	1	2	2	1	2	1	1	1	1	1	2	1	1	2	2	2	1	2	1	2	2	1	1	1	2	2	1	1	1	2	1	1	1	2	2	1	1	1	0	2	2	1	1	1	2	2	0	1	1	1	1	0	1	1	1	1	0	2	1	1	1	2	1	1	0	1	1	1	0	1	1	0	2	0	1	1	1	0	1	2	1	0	0	2	1	2	0	2	0	0	2	1	2	1	0	0	1	2	0	1	0	0	1	1	2	2	0	0	1	1	2	1	1	1	2	1	0	2	2	1	0	0	2	2	0	2	0	0	1	1	2	2	0	0	1	1	2	1	1	1	0	1	0	0	0	1	2	2	0	0	2	0	1	1	2	1	1	2	1	2	2	1	0	2	2	0	0	2	2	0	0	2	2	2	1	2	0	0	0	2	0	0	2	1	2	0	2	2	0	2	0	2	1	0	2	2	0	2	0	1	1	2	0	2	0	0	2	0	0	0	0	2	0	0	1	0	1	2	0	0	1	2	2	1	0	2	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	2	0	0	2	0	0	0	0	0	0	0	2
Pedococcus	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	2	0	1	1	0	1	1	1	0	1	1	0	1	1	0	0	1	1	1	2	0	1	1	1	0	0	0	1	0	1	0	1	0	0	1	0	0	0	1	1	0	1	0	1	1	0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eggerthella	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	0	2	1	1	0	1	1	2	1	0	1	1	0	0	0	1	0	0	1	1	1	1	1	1	0	0	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	2	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cellulomonas	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	2	0	1	0	1	1	0	1	1	0	1	1	1	1	0	1	0	1	0	0	1	0	0	1	0	0	2	1	1	0	0	1	1	0	1	0	0	1	1	1	0	1	0	1	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	1	1	0	1	1	0	0	0	0	1	0	0	2	1	1	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Mycobacterium	1	2	2	2	2	1	1	1	1	2	1	1	1	1	2	1	1	1	2	1	1	1	2	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	2	0	1	1	1	1	1	1	2	1	1	1	1	1	1	2	2	1	0	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	1	0	1	0	0	2	2	1	1	1	2	0	1	1	1	1	1	2	1	2	1	0	0	1	1	2	1	2	0	1	1	1	1	2	0	1	1	1	1	1	2	0	1	1	0	1	1	0	1	2	1	0	0	0	2	1	2	1	1	1	1	1	0	0	0	1	0	1	1	1	0	1	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	2	1	0	0	2	1	0	0	0	1	2	0	1	1	2	1	2	1	2	0	0	2	0	0	1	1	2	0	2	2	2	0	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	2	0	1	0	1	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
